식품명,식품대분류명,에너지(kcal),탄수화물(g),단백질(g),지방(g),당류(g),식품중량
피자_리코타 페퍼로니 킹덤 피자 화이버 엣지 오리지널 (M),브런치,267,26.68,11.9,12.51,3.0,658g
피자_베스트 콰트로 피자 나폴리 (L),브런치,218,21.72,10.0,9.93,4.0,759g
피자_베스트 콰트로 피자 나폴리 (M),브런치,221,20.08,10.9,10.82,4.0,623g
피자_베스트 콰트로 피자 더블치즈 페퍼로니 엣지 (L),브런치,239,20.4,11.36,11.57,2.91,1305g
피자_베스트 콰트로 피자 더블치즈 엣지 (L),브런치,235,21.94,10.9,11.46,3.0,1265g
피자_베스트 콰트로 피자 더블치즈 엣지 (M),브런치,237,20.96,11.5,11.88,3.0,785g
피자_베스트 콰트로 피자 슈퍼시드 화이버 버스트 오리지널 (L),브런치,288,26.74,13.38,10.78,4.33,1216g
피자_베스트 콰트로 피자 슈퍼시드 화이버 엣지 오리지널 (L),브런치,284,25.91,13.48,7.54,3.71,1187g
피자_베스트 콰트로 피자 슈퍼시드 화이버 엣지 오리지널 (M),브런치,297,26.07,13.09,7.64,3.12,750g
피자_베스트 콰트로 피자 슈퍼시드 화이버 오리지널 (L),브런치,241,29.86,10.9,8.69,3.6,1030g
피자_베스트 콰트로 피자 슈퍼시드 화이버 오리지널 (M),브런치,246,30.84,10.0,9.04,3.0,634g
피자_베스트 콰트로 피자 슈화 더블 치즈 페퍼로니 엣지 (L),브런치,288,25.61,13.88,11.61,3.59,1227g
피자_베스트 콰트로 피자 슈화 더블 치즈 페퍼로니 엣지 (M),브런치,299,26.07,13.42,12.17,3.05,770g
피자_베스트 콰트로 피자 씬 (L),브런치,242,20.13,10.0,13.26,4.0,736g
피자_베스트 콰트로 피자 오리지널 (L),브런치,222,24.21,10.6,9.15,3.7,1072g
피자_베스트 콰트로 피자 오리지널 (M),브런치,218,23.9,10.7,8.82,3.9,642g
피자_베이컨체더 피자 더블치즈 엣지 (L),브런치,264,24.84,12.71,12.66,2.38,1111g
피자_베이컨체더 피자 더블치즈 엣지 (M),브런치,272,23.99,14.85,12.98,1.89,655g
피자_베이컨체더 피자 슈퍼시드 화이버 버스트 오리지널 (L),브런치,310,27.02,15.21,11.82,2.8,1113g
피자_베이컨체더 피자 슈퍼시드 화이버 엣지 오리지널 (L),브런치,307,26.13,15.32,8.3,2.12,1084g
피자_베이컨체더 피자 슈퍼시드 화이버 엣지 오리지널 (M),브런치,325,25.76,15.68,8.06,3.05,631g
피자_베이컨체더 피자 슈퍼시드 화이버 오리지널 (L),브런치,260,30.55,12.5,9.7,2.0,927g
피자_베이컨체더 피자 슈퍼시드 화이버 오리지널 (M),브런치,264,31.56,12.0,9.88,2.9,515g
피자_베이컨체더 피자 슈화 더블 치즈 페퍼로니 엣지 (L),브런치,310,25.79,15.7,12.71,2.04,1124g
피자_베이컨체더 피자 슈화 더블 치즈 페퍼로니 엣지 (M),브런치,327,25.77,15.99,13.4,2.96,651g
피자_베이컨체더치즈 피자 나폴리 (M),브런치,273,25.2,14.48,12.69,3.15,401g
피자_베이컨체더치즈 피자 더블치즈 페퍼로니 엣지 (L),브런치,268,22.68,13.16,14.25,2.3,1151g
피자_베이컨체더치즈 피자 더블치즈 페퍼로니 엣지 (M),브런치,275,23.73,15.17,13.7,1.84,675g
피자_베이컨체더치즈 피자 씬 (M),브런치,317,20.66,16.17,18.9,3.4,306g
피자_베이컨체더치즈 피자 오리지널 (M),브런치,267,30.03,12.36,10.88,3.25,516g
피자_베이컨 피자 (L),브런치,308,40.43,13.75,10.16,4.14,516g
피자_복성로 불고기 피자,브런치,391,41.64,20.31,16.0,6.25,515g
피자_불고기 체다 스타라이트 피자 나폴리 (L),브런치,249,25.4,11.9,11.06,2.0,664g
피자_불고기 체다 스타라이트 피자 나폴리 (M),브런치,257,25.11,12.0,12.02,3.0,370g
피자_불고기 체다 스타라이트 피자 더블치즈 페퍼로니 엣지 (L),브런치,267,23.78,12.32,12.81,1.93,1068g
피자_불고기 체다 스타라이트 피자 더블치즈 페퍼로니 엣지 (M),브런치,272,23.78,13.11,14.1,0.97,635g
피자_불고기 체다 스타라이트 피자 더블치즈 엣지 (L),브런치,263,26.24,11.8,12.28,2.0,1028g
피자_불고기 체다 스타라이트 피자 더블치즈 엣지 (M),브런치,269,25.82,12.7,12.72,1.0,615g
피자_불고기 체다 스타라이트 피자 슈퍼시드 화이버 오리지널 (L),브런치,244,32.12,10.0,8.23,2.8,870g
피자_불고기 체다 스타라이트 피자 슈퍼시드 화이버 오리지널 (M),브런치,261,31.71,11.0,9.78,2.6,497g
피자_불고기 체다 스타라이트 피자 슈화 더블치즈 페퍼로니 엣지 (L),브런치,268,26.25,12.51,11.43,1.93,1090g
피자_불고기 체다 스타라이트 피자 슈화 더블치즈 페퍼로니 엣지 (M),브런치,268,25.01,12.42,13.05,2.43,651g
피자_불고기 체다 스타라이트 피자 씬 (L),브런치,292,21.39,12.7,17.22,3.0,503g
피자_불고기 체다 스타라이트 피자 오리지널 (L),브런치,244,28.19,11.0,9.56,1.9,877g
피자_불고기 체다 스타라이트 피자 오리지널 (M),브런치,251,28.25,11.0,10.31,1.8,516g
피자_불고기 체다 스타라이트 피자 치즈버스트 나폴리 (L),브런치,262,20.84,12.8,14.12,3.0,886g
피자_불고기 체다 스타라이트 피자 치즈버스트 오리지널 (L),브런치,260,26.64,11.9,11.73,2.7,1077g
피자_불고기 체다 스타라이트 피자 화이버 버스트 오리지널 (L),브런치,254,26.96,11.6,11.06,2.9,1074g
피자_불고기 체다 스타라이트 피자 화이버 엣지 오리지널 (L),브런치,264,26.7,12.0,12.04,2.0,1050g
피자_불고기 체다 스타라이트 피자 화이버 엣지 오리지널 (M),브런치,264,26.44,12.0,12.18,2.5,631g
피자_불닭고구마 피자,브런치,254,29.58,9.86,10.8,1.88,850g
피자_블랙앵거스 스테이크 피자 나폴리 (L),브런치,233,26.17,11.5,9.11,5.8,822g
피자_블랙앵거스 스테이크 피자 나폴리 (M),브런치,231,24.25,11.0,9.83,6.0,520g
피자_블랙앵거스 스테이크 피자 더블치즈 페퍼로니 엣지 (L),브런치,246,23.81,12.14,10.94,4.36,1278g
피자_블랙앵거스 스테이크 피자 슈퍼시드 화이버 버스트 오리지널 (L),브런치,278,25.66,13.48,10.26,5.33,1217g
피자_블랙앵거스 스테이크 피자 씬 (L),브런치,260,23.16,11.0,13.57,6.0,694g
피자_블랙앵거스 스테이크 피자 씬 (M),브런치,244,21.62,10.6,12.74,6.5,428g
피자_블랙앵거스 스테이크 피자 치즈버스트 나폴리 (L),브런치,243,23.2,11.6,11.5,3.7,1028g
피자_블랙앵거스 스테이크 피자 치즈버스트 오리지널 (L),브런치,248,25.97,11.6,10.86,5.8,1267g
피자_블랙앵거스 스테이크 피자 슈퍼시드 화이버 엣지 오리지널 (L),브런치,275,24.8,13.58,7.01,4.71,1188g
피자_블랙앵거스 스테이크 피자 슈퍼시드 화이버 엣지 오리지널 (M),브런치,292,25.62,14.1,6.88,3.83,724g
피자_블랙앵거스 스테이크 피자 슈퍼시드 화이버 오리지널 (L),브런치,232,28.58,11.0,8.08,4.6,1031g
피자_블랙앵거스 스테이크 피자 슈퍼시드 화이버 오리지널 (M),브런치,239,30.51,10.9,8.19,3.7,608g
피자_블랙앵거스 스테이크 피자 슈화 더블 치즈 페퍼로니 엣지 (L),브런치,278,24.54,13.98,11.09,4.56,1228g
피자_블랙앵거스 스테이크 피자 슈화 더블 치즈 페퍼로니 엣지 (M),브런치,295,25.64,14.42,11.58,3.73,744g
피자_블랙앵거스 스테이크 피자 치즈 엣지 (L),브런치,242,25.46,11.7,10.37,4.5,1238g
피자_블랙앵거스 스테이크 피자 치즈 엣지 (M),브런치,242,24.7,11.0,10.84,4.6,778g
피자_블랙타이거 슈림프 피자 나폴리 (L),브런치,240,29.73,11.5,6.31,5.0,751g
피자_블랙타이거 슈림프 피자 나폴리 (M),브런치,236,25.98,12.0,9.2,4.0,473g
피자_블랙타이거 슈림프 피자 더블치즈 페퍼로니 엣지 (L),브런치,245,26.26,11.98,10.11,3.87,1185g
피자_블랙타이거 슈림프 피자 더블치즈 페퍼로니 엣지 (M),브런치,252,22.79,13.05,12.09,3.6,747g
피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 버스트 오리지널 (L),브런치,292,29.74,13.38,9.64,5.3,1123g
피자_블랙타이거 슈림프 피자 씬 (L),브런치,251,24.86,11.6,11.71,6.6,648g
피자_블랙타이거 슈림프 피자 씬 (M),브런치,254,23.32,12.0,11.02,5.9,385g
피자_블랙타이거 슈림프 피자 오리지널 (M),브런치,238,27.87,11.6,9.11,3.0,592g
피자_블랙타이거 슈림프 피자 치즈버스트 나폴리 (L),브런치,243,23.17,11.6,11.52,5.7,1001g
피자_블랙타이거 슈림프 피자 치즈버스트 오리지널 (L),브런치,243,23.5,14.0,10.07,3.6,1225g
피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (L),브런치,289,28.92,13.5,6.1,4.61,1094g
피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (M),브런치,299,27.13,15.02,5.98,3.74,678g
피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 오리지널 (L),브런치,242,33.77,10.7,7.12,4.5,937g
피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 오리지널 (M),브런치,243,32.73,11.6,7.22,3.6,562g
피자_블랙타이거 슈림프 피자 슈화 더블 치즈 페퍼로니 엣지 (L),브런치,292,28.5,13.93,10.55,4.46,1134g
피자_블랙타이거 슈림프 피자 슈화 더블 치즈 페퍼로니 엣지 (M),브런치,302,27.1,15.33,11.02,3.63,698g
피자_블랙타이거 슈림프 피자 치즈 엣지 (L),브런치,241,29.08,11.5,8.69,4.0,1145g
피자_블랙타이거 슈림프 피자 치즈 엣지 (M),브런치,248,24.86,12.7,10.9,3.7,727g
피자_블록버스터4 피자 나폴리 (L),브런치,235,24.19,12.0,9.9,4.5,886g
피자_블록버스터4 피자 나폴리 (M),브런치,228,22.04,12.5,10.0,4.0,570g
피자_블록버스터4 피자 더블치즈 페퍼로니 엣지 (L),브런치,248,24.39,12.32,11.5,2.91,1312g
피자_블록버스터4 피자 더블치즈 페퍼로니 엣지 (M),브런치,239,20.98,12.91,11.05,2.54,850g
피자_블록버스터4 피자 더블치즈 엣지 (L),브런치,244,25.91,11.9,10.25,3.0,1272g
피자_블록버스터4 피자 더블치즈 엣지 (M),브런치,236,22.65,12.6,10.53,2.6,830g
피자_블록버스터4 피자 슈퍼시드 화이버 버스트 오리지널 (L),브런치,281,25.27,15.03,10.25,3.42,1241g
피자_블록버스터4 피자 슈퍼시드 화이버 엣지 오리지널 (L),브런치,278,24.43,15.13,7.06,2.8,1212g
피자_블록버스터4 피자 슈퍼시드 화이버 엣지 오리지널 (M),브런치,282,23.43,14.02,7.14,2.82,768g
피자_블록버스터4 피자 슈퍼시드 화이버 오리지널 (L),브런치,236,28.06,12.6,8.11,2.7,1055g
피자_블록버스터4 피자 슈퍼시드 화이버 오리지널 (M),브런치,232,27.6,11.0,8.41,2.7,652g
피자_블록버스터4 피자 슈화 더블 치즈 페퍼로니 엣지 (L),브런치,281,24.18,15.47,11.06,2.72,1252g
피자_블록버스터4 피자 슈화 더블 치즈 페퍼로니 엣지 (M),브런치,285,23.5,14.32,11.57,2.75,788g
피자_블록버스터4 피자 씬 (L),브런치,250,20.0,13.0,13.08,5.0,753g
피자_블록버스터4 피자 오리지널 (L),브런치,239,28.35,11.0,8.86,4.0,1105g
피자_블록버스터4 피자 오리지널 (M),브런치,221,24.9,11.8,8.28,3.9,695g
피자_블록버스터4 피자 치즈버스트 오리지널 (L),브런치,243,23.41,12.0,11.17,5.6,1325g
피자_새우리아 피자,브런치,275,29.45,8.75,11.11,6.31,880g
피자_슈퍼 디럭스 히어로 피자 나폴리 (L),브런치,250,26.51,12.0,10.64,1.0,698g
피자_슈퍼 디럭스 히어로 피자 나폴리 (M),브런치,250,25.0,12.6,11.08,1.4,399g
피자_슈퍼 디럭스 히어로 피자 더블치즈 페퍼로니 엣지 (L),브런치,251,27.23,11.55,12.16,0.97,1073g
피자_슈퍼 디럭스 히어로 피자 더블치즈 페퍼로니 엣지 (M),브런치,257,25.81,12.41,12.34,0.78,668g
피자_슈퍼 디럭스 히어로 피자 더블치즈 엣지 (L),브런치,246,27.04,11.0,10.19,1.0,1033g
피자_슈퍼 디럭스 히어로 피자 더블치즈 엣지 (M),브런치,254,24.53,12.0,11.79,0.8,648g
피자_슈퍼 디럭스 히어로 피자 슈퍼시드 화이버 오리지널 (L),브런치,247,32.18,10.0,8.47,1.0,903g
피자_슈퍼 디럭스 히어로 피자 슈퍼시드 화이버 오리지널 (M),브런치,246,30.38,11.0,8.88,1.0,524g
피자_슈퍼 디럭스 히어로 피자 슈화 더블 치즈 페퍼로니 엣지 (L),브런치,262,27.68,11.55,12.05,1.93,1074g
피자_슈퍼 디럭스 히어로 피자 슈화 더블 치즈 페퍼로니 엣지 (M),브런치,257,24.11,11.92,12.15,1.46,682g
피자_슈퍼 디럭스 히어로 피자 씬 (L),브런치,294,23.09,12.8,16.67,2.8,528g
피자_슈퍼 디럭스 히어로 피자 씬 (M),브런치,291,23.3,12.0,16.43,1.8,308g
피자_슈퍼 디럭스 히어로 피자 오리지널 (L),브런치,248,31.72,10.7,8.62,1.4,900g
피자_슈퍼 디럭스 히어로 피자 오리지널 (M),브런치,246,31.25,10.9,8.61,0.8,535g
피자_슈퍼 디럭스 히어로 피자 치즈버스트 나폴리 (L),브런치,255,23.47,11.6,12.77,2.0,904g
피자_슈퍼 디럭스 히어로 피자 치즈버스트 오리지널 (L),브런치,257,27.2,11.8,11.25,1.8,1106g
피자_슈퍼 디럭스 히어로 피자 화이버 버스트 오리지널 (L),브런치,255,26.34,11.9,11.35,1.5,1103g
피자_슈퍼 디럭스 히어로 피자 화이버 엣지 오리지널 (L),브런치,257,28.66,11.0,10.87,2.0,1034g
피자_슈퍼 디럭스 히어로 피자 화이버 엣지 오리지널 (M),브런치,253,27.3,11.5,10.89,1.5,662g
피자_슈퍼디럭스 피자 나폴리 (M),브런치,246,27.69,12.26,11.33,2.22,475g
피자_슈퍼디럭스 피자 더블치즈 페퍼로니 엣지 (L),브런치,249,22.46,11.92,12.19,2.17,1294g
피자_슈퍼디럭스 피자 더블치즈 페퍼로니 엣지 (M),브런치,243,25.12,13.14,12.3,1.64,773g
피자_슈퍼디럭스 피자 더블치즈 엣지 (L),브런치,245,21.52,11.48,12.56,2.24,1254g
피자_슈퍼디럭스 피자 더블치즈 엣지 (M),브런치,239,20.41,12.8,11.79,1.68,753g
피자_슈퍼디럭스 피자 슈퍼시드 화이버 버스트 오리지널 (L),브런치,272,23.25,12.95,11.21,2.6,1280g
피자_슈퍼디럭스 피자 슈퍼시드 화이버 엣지 오리지널 (L),브런치,269,22.39,13.05,8.15,2.0,1251g
피자_슈퍼디럭스 피자 슈퍼시드 화이버 엣지 오리지널 (M),브런치,286,26.75,13.97,7.5,1.93,733g
피자_슈퍼디럭스 피자 슈퍼시드 화이버 오리지널 (L),브런치,228,25.6,10.6,9.32,1.9,1094g
피자_슈퍼디럭스 피자 슈퍼시드 화이버 오리지널 (M),브런치,234,31.78,10.8,8.91,1.8,617g
피자_슈퍼디럭스 피자 슈화 더블 치즈 페퍼로니 엣지 (L),브런치,273,22.21,13.44,12.0,1.94,1291g
피자_슈퍼디럭스 피자 슈화 더블 치즈 페퍼로니 엣지 (M),브런치,289,26.74,14.28,12.13,1.88,753g
피자_슈퍼디럭스 피자 씬 (M),브런치,275,22.37,12.57,15.73,2.63,389g
피자_슈퍼디럭스 피자 오리지널 (L),브런치,236,26.19,11.01,9.67,2.2,1084g
피자_슈퍼디럭스 피자 오리지널 (M),브런치,237,30.77,10.96,9.56,1.65,614g
피자_슈퍼디럭스 피자 치즈버스트 오리지널 (L),브런치,237,21.57,11.9,11.43,2.88,1337g
피자_슈퍼슈프림 피자 나폴리 (M),브런치,225,26.88,11.13,8.49,3.59,535g
피자_슈퍼슈프림 피자 더블치즈 페퍼로니 엣지 (M),브런치,231,22.77,12.45,11.62,2.18,815g
피자_슈퍼슈프림 피자 더블치즈 엣지 (L),브런치,239,23.26,11.49,11.08,2.98,1360g
피자_슈퍼슈프림 피자 더블치즈 엣지 (M),브런치,228,22.88,12.11,9.73,2.23,795g
피자_슈퍼슈프림 피자 슈퍼시드 화이버 버스트 오리지널 (L),브런치,264,25.65,11.98,9.81,3.44,1385g
피자_슈퍼슈프림 피자 슈퍼시드 화이버 엣지 오리지널 (L),브런치,261,24.9,12.06,6.95,2.89,1356g
피자_슈퍼슈프림 피자 슈퍼시드 화이버 엣지 오리지널 (M),브런치,269,22.11,13.63,6.97,3.12,793g
피자_슈퍼슈프림 피자 슈퍼시드 화이버 오리지널 (L),브런치,223,28.16,9.8,7.86,2.8,1199g
피자_슈퍼슈프림 피자 슈퍼시드 화이버 오리지널 (M),브런치,220,25.9,10.7,8.16,3.0,677g
피자_슈퍼슈프림 피자 슈화 더블 치즈 페퍼로니 엣지 (L),브런치,264,24.67,12.45,10.54,2.81,1396g
피자_슈퍼슈프림 피자 슈화 더블 치즈 페퍼로니 엣지 (M),브런치,271,22.21,13.93,11.27,3.04,813g
피자_슈퍼슈프림 피자 씬 (M),브런치,231,21.69,10.88,12.93,4.44,442g
피자_슈퍼슈프림 피자 오리지널 (L),브런치,212,25.44,9.69,7.92,3.58,1060g
피자_슈퍼슈프림 피자 오리지널 (M),브런치,227,26.72,10.7,8.64,2.38,675g
피자_슈퍼슈프림 피자 치즈버스트 오리지널 (L),브런치,226,23.28,10.12,10.26,5.72,1390g
피자_스테이크 피자 (L),브런치,287,30.97,17.82,10.2,4.14,452g
피자_아메리칸 미트볼 피자,브런치,487,55.46,26.92,17.31,9.62,415g
피자_아보카도 새우 피자 나폴리 (L),브런치,223,22.16,10.7,10.13,1.7,830g
피자_아보카도 새우 피자 나폴리 (M),브런치,222,25.47,11.0,9.04,1.0,492g
피자_아보카도 새우 피자 더블치즈 페퍼로니 엣지 (L),브런치,240,22.84,12.06,11.95,0.97,1227g
피자_아보카도 새우 피자 더블치즈 페퍼로니 엣지 (M),브런치,246,22.55,12.36,11.91,1.95,768g
피자_아보카도 새우 피자 더블치즈 엣지 (L),브런치,235,23.65,11.6,10.42,1.0,1187g
피자_아보카도 새우 피자 더블치즈 엣지 (M),브런치,242,23.36,12.0,11.1,2.0,748g
피자_아보카도 새우 피자 슈퍼시드 화이버 오리지널 (L),브런치,226,28.18,10.6,7.89,1.5,1009g
피자_아보카도 새우 피자 슈퍼시드 화이버 오리지널 (M),브런치,238,28.47,10.9,8.93,2.0,615g
피자_아보카도 새우 피자 슈화 더블 치즈 페퍼로니 엣지 (L),브런치,274,24.13,13.64,10.99,1.56,1206g
피자_아보카도 새우 피자 슈화 더블 치즈 페퍼로니 엣지 (M),브런치,293,24.01,14.39,12.16,2.07,751g
피자_아보카도 새우 피자 오리지널 (L),브런치,232,26.55,10.9,9.1,2.0,1030g
피자_아보카도 새우 피자 오리지널 (M),브런치,226,26.49,10.0,8.69,2.6,634g
피자_아보카도 새우 피자 치즈버스트 오리지널 (L),브런치,234,23.55,11.0,10.42,2.0,1268g
피자_아보카도 새우 피자 슈퍼시드 화이버 버스트 오리지널 (L),브런치,273,25.26,13.12,10.14,2.25,1195g
피자_아보카도 새우 피자 슈퍼시드 화이버 엣지 오리지널 (L),브런치,270,24.39,13.23,6.83,1.61,1166g
피자_아보카도 새우 피자 슈퍼시드 화이버 엣지 오리지널 (M),브런치,291,23.95,14.07,7.51,2.13,731g
피자_야채 피자 (L),브런치,281,35.76,14.5,8.87,4.0,502g
피자_오지치즈포테이토 피자,브런치,296,35.96,9.36,12.81,3.45,812g
피자_와와웨 피자 더블치즈 페퍼로니 엣지 (L),브런치,245,23.93,11.94,11.13,2.81,1293g
피자_와와웨 피자 더블치즈 페퍼로니 엣지 (M),브런치,240,22.08,12.03,11.25,3.52,863g
피자_와와웨 스테이크 피자 나폴리 (L),브런치,240,26.71,10.7,10.02,3.6,887g
피자_와와웨 스테이크 피자 나폴리 (M),브런치,222,22.24,10.8,9.92,3.3,594g
피자_와와웨 스테이크 피자 더블치즈 엣지 (L),브런치,241,27.48,11.5,9.42,2.9,1253g
피자_와와웨 스테이크 피자 더블치즈 엣지 (M),브런치,237,22.7,11.7,11.03,3.6,843g
피자_와와웨 스테이크 피자 슈퍼시드 화이버 버스트 오리지널 (L),브런치,278,24.51,13.96,10.62,4.43,1224g
피자_와와웨 스테이크 피자 슈피자퍼시드 화이버 엣지 오리지널 (L),브런치,275,23.64,14.06,7.4,3.81,1195g
피자_와와웨 스테이크 피자 슈퍼시드 화이버 엣지 오리지널 (M),브런치,271,23.06,13.7,6.85,3.12,801g
피자_와와웨 스테이크 피자 슈퍼시드 화이버 오리지널 (L),브런치,232,27.21,11.5,8.52,3.7,1038g
피자_와와웨 스테이크 피자 슈퍼시드 화이버 오리지널 (M),브런치,223,26.97,10.8,8.01,3.0,685g
피자_와와웨 스테이크 피자 슈화 더블 치즈 페퍼로니 엣지 (L),브런치,278,23.41,14.44,11.45,3.69,1235g
피자_와와웨 스테이크 피자 슈화 더블 치즈 페퍼로니 엣지 (M),브런치,274,23.14,13.99,11.11,3.04,821g
피자_와와웨 스테이크 피자 씬 (L),브런치,253,21.29,11.8,13.36,3.9,763g
피자_와와웨 스테이크 피자 오리지널 (L),브런치,235,28.26,11.3,8.5,2.9,1071g
